274,3476,499.83,192,3.16
228,3422,337.0,192,3.16
216,1649,340.41,226,3.75
214,2024,335.87,210,3.44
214,1550,306.47,231,3.78
215,672,287.04,199,3.25
212,3494,334.64,227,3.74
214,1512,340.77,198,3.22
214,1374,282.49,222,3.64
213,831,303.14,226,3.73
216,6243,372.63,192,3.14
214,3380,451.58,210,3.47
215,3227,334.78,255,4.2
213,1507,335.1,246,4.04
213,700,314.76,217,3.59
215,1816,355.27,209,3.4
238,1172,291.25,203,3.32
203,1890,329.29,237,3.94
203,1518,321.72,241,3.96
206,2173,297.78,227,3.75
242,1317,347.9,235,3.9
206,3249,352.32,241,3.98
207,1874,288.53,213,3.49
207,1062,259.67,191,3.14
206,4469,376.03,213,3.45
207,1821,315.24,202,3.31
206,2133,337.07,215,3.55
203,3240,301.23,233,3.84
