40,1349,92.72,285,4.73
41,796,82.56,306,5.05
42,830,88.59,286,4.73
40,778,76.9,292,4.84
42,506,79.02,305,5.05
40,1067,82.3,283,4.69
40,417,70.99,288,4.76
40,799,85.56,307,5.06
42,1516,95.25,289,4.75
41,392,65.44,299,4.94
42,807,91.33,266,4.39
41,994,75.23,317,5.25
42,2144,97.61,251,4.14
40,1160,83.22,286,4.72
41,1207,82.85,271,4.42
40,605,66.75,279,4.62
40,583,66.9,290,4.82
40,420,65.35,273,4.47
39,1084,83.15,301,4.92
40,694,73.32,318,5.27
41,18584,579.2,185,3.04
42,582,86.15,277,4.53
57,994,127.22,306,5.07
42,680,93.97,304,5.05
40,287,60.15,296,4.69
40,355,59.72,281,4.61
55,1190,130.49,296,4.89
40,417,67.14,321,5.28
