38,1385,115.39,235,3.85
21,406,63.76,308,5.07
23,1304,99.47,298,4.9
25,1466,109.65,275,4.56
26,3474,108.39,300,4.97
28,831,93.76,310,5.12
30,835,94.37,282,4.58
94,849,174.49,275,4.56
34,1005,92.78,259,4.28
36,907,105.02,278,4.43
37,1085,115.63,257,4.27
37,1275,115.2,281,4.63
39,784,116.35,273,4.52
78,898,156.59,261,4.28
97,814,165.38,255,4.11
97,814,164.61,272,4.49
89,1707,167.42,245,4.07
74,720,140.45,284,4.58
93,925,174.77,269,4.47
75,1948,173.95,264,4.36
77,904,164.38,293,4.84
96,772,190.78,262,4.33
77,1259,179.33,276,4.54
98,923,199.73,236,3.9
97,784,160.56,259,4.16
77,768,152.34,264,4.37
77,716,178.13,267,4.37
78,553,174.25,258,4.25
