41,552,85.18,276,4.57
40,1820,97.38,288,4.76
40,499,91.35,296,4.86
40,1095,82.11,301,4.88
41,427,75.83,331,5.49
41,1519,112.64,282,4.59
41,2706,135.77,281,4.62
40,502,79.48,325,5.39
41,1107,79.38,285,4.73
41,478,76.6,335,5.56
40,530,103.6,282,4.67
40,517,93.97,327,5.34
50,1222,124.84,297,4.81
49,4160,106.59,275,4.43
50,1041,118.24,294,4.89
48,998,82.21,287,4.64
48,909,89.8,278,4.6
48,1480,92.05,255,4.24
56,520,117.69,293,4.84
49,846,97.92,274,4.52
48,542,97.99,274,4.45
48,326,92.3,328,5.43
93,1175,162.24,302,5.02
82,456,129.28,257,4.18
82,1117,141.67,269,4.42
83,6465,245.53,243,4.04
113,739,191.78,262,4.34
83,422,128.76,280,4.62
