33,2719,92.44,212,3.44
23,2181,82.11,242,3.99
31,1436,94.13,314,5.17
23,1283,53.75,282,4.66
23,1240,100.22,283,4.68
31,1521,76.76,237,3.92
23,1513,103.64,231,3.83
21,1578,89.36,267,4.39
22,1207,80.57,294,4.79
21,2154,51.78,253,4.18
22,1406,93.74,290,4.82
22,1877,97.97,270,4.44
21,2134,136.64,267,4.43
22,3741,428.57,166,2.73
28,2735,273.62,189,3.1
22,1739,133.53,290,4.81
29,2977,278.87,207,3.38
22,1354,76.24,252,4.16
23,2946,101.4,237,3.9
21,608,91.0,259,4.24
21,1008,78.94,293,4.75
21,1648,101.88,271,4.38
21,1514,101.19,287,4.69
21,1523,56.02,228,3.78
21,1644,120.99,274,4.55
20,2802,160.73,286,4.68
21,2105,117.71,294,4.83
29,5899,173.7,213,3.51
